Input,Pred,Pred_Latin,Gold
"แปลข้อความต่อไปนี้จาก ภาษาอังกฤษ เป็น ภาษาไทย ให้การแปลของคุณโดยตรงโดยไม่ต้องมีข้อมูลเพิ่มเติมใดๆ
ข้อความ: I bought fried chicken for my friend, but I was too hungry, so I ate it instead. My friend didn’t mind and even reheated it for me. Such a kind friend!
คำแปล:",ฉันซื้อไก่ปิ้งให้เพื่อน แต่ฉันหิวมาก ฉันจึงกินแทน เพื่อนไม่ห่วงเลย และยังนำมาทำอุ่นให้ฉันด้วย!,chansueoaikpingaihephueon aetchanhiwmak chanchuengkinaethn ephueonaimhwngely aelayangnammathamounaihchandwy!,ฉันซื้อไก่ทอดมาฝากเพื่อน แต่หิวเกินเลยเอาของเพื่อนมากิน เพื่อนไม่ว่าแถมเอาไก่ไปอุ่นให้อีกด้วย เพื่อนเป็นคนดีจริงๆ
"แปลข้อความต่อไปนี้จาก ภาษาอังกฤษ เป็น ภาษาไทย ให้การแปลของคุณโดยตรงโดยไม่ต้องมีข้อมูลเพิ่มเติมใดๆ
ข้อความ: I never knew before that Beer was so good at rock climbing. It’s impressive, and I’ll use him as an example of discipline and consistency in exercise.
คำแปล:",ฉันไม่เคยรู้มาก่อนว่าเบียร์สามารถปีนเขาได้ดีขนาดนั้น น่าประทับใจ และฉันจะใช้เขาเป็นตัวอย่างของความมุ่งมั่นและความสม่ำเสมอในการออกกำลังกาย,chanaimekhyrumakonwaebiyrsamarthpinekhaaiddikhnadnan naprathabaich aelachanchaaichekhaepntawoyangkhongkhwammungmanaelakhwamsmamesmoainkarookkamlangkay,ฉันไม่เคยรู้มาก่อนเลยว่าพี่เบียร์จะเป็นคนที่ปีนผาได้เก่งขนาดนี้ น่าทึ่งมาก และจะเอาเขาเป็นแบบอย่างของความมีวินัยและสม่ำเสมอในการออกกำลังกาย
"แปลข้อความต่อไปนี้จาก ภาษาอังกฤษ เป็น ภาษาไทย ให้การแปลของคุณโดยตรงโดยไม่ต้องมีข้อมูลเพิ่มเติมใดๆ
ข้อความ: Some people like to collect luxury watches, while others prefer designer bags. In the end, you can’t take any of it with you when you die.
คำแปล:",บางคนชอบสะสมนาฬิกาขนาดหรูหรู ในขณะที่บางคนชอบกระเป๋าแฟชั่น ในที่สุดคุณก็ไม่สามารถนำสิ่งเหล่านั้นไปได้เมื่อคุณตาย,bangkhnchobsasmnalikakhnadhruhru ainkhnathibangkhnchobkraepaaefchan ainthisudkhunkaimsamarthnamsingehlananaipaidemueokhuntay,บางคนชอบสะสมนาฬิกาหรู แต่บางคนชอบสะสมกระเป๋าแบรนด์เนม สุดท้ายตายไปก็เอาไปไม่ได้
"แปลข้อความต่อไปนี้จาก ภาษาอังกฤษ เป็น ภาษาไทย ให้การแปลของคุณโดยตรงโดยไม่ต้องมีข้อมูลเพิ่มเติมใดๆ
ข้อความ: On rainy days, you have to take an umbrella, but today, Gam forgot hers. So, she stayed home and relaxed.
คำแปล:",เมื่อฝนตก คุณต้องเอาตะเกียบกับเธอ แต่ในวันนี้ กาม (Gam) ก็ลืมเอาตะเกียบไปด้วย เธอจึงไปพักอยู่ที่บ้าน,emueofntk khuntongeoataekiybkabetho aetainwanni kam (Gam) kluemeoataekiybaipdwy ethochuengaipphakoyuthiban,วันที่ฝนตกจะต้องนำร่มออกไปด้วย แต่วันนี้น้องแก้มลืมเอาร่มมา ดังนั้นน้องแก้มจึงนอนเล่นอยู่บ้าน
"แปลข้อความต่อไปนี้จาก ภาษาอังกฤษ เป็น ภาษาไทย ให้การแปลของคุณโดยตรงโดยไม่ต้องมีข้อมูลเพิ่มเติมใดๆ
ข้อความ: There are two kinds of stomach aches: one where you need to use the bathroom, and a real one that needs medical attention. After that, you bring a medical certificate to the teacher for a leave of absence.
คำแปล:",มีสองประเภทของปวดท้อง คือ 1. ท้องร่วงต้องไปที่ห้องน้ำ 2. ท้องร่วงจริงต้องไปพบแพทย์,misongpraephthkhongpwdthong khueo 1. thongrwngtongaipthihongnam 2. thongrwngchringtongaipphbaephthy,ปวดท้องมีอยู่ 2 อย่างคือ ปวดท้องขี้ กับ กับปวดท้องจริงๆ ที่ต้องไปหาหมอ จากนั้นเอาใบรับรองแพทย์มาให้อาจารย์ เพื่อใช้ในการลาเรียน
"แปลข้อความต่อไปนี้จาก ภาษาอังกฤษ เป็น ภาษาไทย ให้การแปลของคุณโดยตรงโดยไม่ต้องมีข้อมูลเพิ่มเติมใดๆ
ข้อความ: People who like to tease others are no-good. If you want to be a good person, don’t tease others. But Korn often gets teased, which makes him shout, ""What the heck is your problem?""
คำแปล:","คนชอบเล่นตลกคนอื่นไม่ดี ถ้าคุณอยากเป็นคนดี อย่าเล่นตลกคนอื่น แต่คอร์นมักถูกเล่นตลก ซึ่งทำให้เขาตะโกน ""อะไรผิดไปของเธอ""","khnchobelntlkkhnouenaimdi thakhunoyakepnkhndi oyaelntlkkhnouen aetkhornmakthukelntlk suengthamaihekhataokn ""oaairphidaipkhongetho""","คนที่ชอบแกล้งคนอื่นคือคนไม่รักดี ถ้าอยากเป็นคนดี ต้องไม่แกล้งคนอื่น แต่น้องกรโดนแกล้งบ่อยๆ เลย ทำให้น้องกร ตะโกนว่า ""มึงเป็นเหี้ยอะไร"""
"แปลข้อความต่อไปนี้จาก ภาษาอังกฤษ เป็น ภาษาไทย ให้การแปลของคุณโดยตรงโดยไม่ต้องมีข้อมูลเพิ่มเติมใดๆ
ข้อความ: Your cow is very spirited, kicking up the dirt non-stop. It shows it’s ready to fight.
คำแปล:",ม้าของคุณมีความกระตือรือร้นมาก มีแรงกระตุ้นอย่างต่อเนื่อง แสดงว่ามันพร้อมต่อสู้,makhongkhunmikhwamkratueorueornmak miaerngkratunoyangtoenueong aesdngwamanphromtosu,วัวของคุณคึกคะนองมากตะกุยดินไม่หยุดเลย แสดงว่ามันอยากจะต่อสู้กันแล้ว
"แปลข้อความต่อไปนี้จาก ภาษาอังกฤษ เป็น ภาษาไทย ให้การแปลของคุณโดยตรงโดยไม่ต้องมีข้อมูลเพิ่มเติมใดๆ
ข้อความ: How could you not feel hot and cold flashes? You made a mistake, and your wife found out.
คำแปล:",คุณจะไม่รู้สึกได้ความร้อนและความเย็นอย่างนั้นหรือ? คุณทำผิดพลาด และภรรยาของคุณได้พบปะ,khunchaaimrusuekaidkhwamronaelakhwameynoyangnanhrueo? khunthamphidphlad aelaphrryakhongkhunaidphbpa,คุณจะไม่รู้สึกสะบัดร้อนสะบัดหนาวขึ้นมาได้อย่างไรเล่า เพราะคุณทำผิดแล้วเมียจับได้
"แปลข้อความต่อไปนี้จาก ภาษาอังกฤษ เป็น ภาษาไทย ให้การแปลของคุณโดยตรงโดยไม่ต้องมีข้อมูลเพิ่มเติมใดๆ
ข้อความ: That dog crossed the road with grilled pork in its mouth, heading to its puppies. The scene was heartwarming and touching.
คำแปล:",สุนัขนั้นเดินข้ามถนนไปพร้อมกับเนื้อหมูอบในปากมุ่งหน้าไปส่งลูกสุนัข,sunakhnanedinkhamthnnaipphromkabenueohmuobainpakmunghnaaipsngluksunakh,สุนัขตัวนั้นเดินข้ามถนนพร้อมหมูปิ้งในปาก มุ่งหน้าไปหาลูกๆ ของมัน ภาพที่เห็นช่างน่าสงสารและจับใจ
"แปลข้อความต่อไปนี้จาก ภาษาอังกฤษ เป็น ภาษาไทย ให้การแปลของคุณโดยตรงโดยไม่ต้องมีข้อมูลเพิ่มเติมใดๆ
ข้อความ: I caught this big fish yesterday, and most of the fish I catch on the line tend to be female fish.
คำแปล:",ฉันจับปลานี้เมื่อวานนี้ และส่วนใหญ่ของปลาที่ฉันจับบนเส้นลวดมักจะเป็นปลาเพศเมีย,chanchabplaniemueowanni aelaswnaihykhongplathichanchabbnesnlwdmakchaepnplaephsemiy,ปลาตัวโตนี้ผมตกเบ็ดได้มาเมื่อวานและปลาที่ติดเบ็ดลากนี้ส่วนมากมักจะเป็นแม่ปลา
