Input,Pred,Pred_Latin,Gold
"แปลข้อความต่อจากนี้ ภาษาอังกฤษ เป็น ภาษาใต้ ให้การแปลของเติ้ลแปลตรงตัวเลย ไม่ต้องไสข้อมูลเพิ่มเติมไหร
ข้อความ: I bought fried chicken for my friend, but I was too hungry, so I ate it instead. My friend didn’t mind and even reheated it for me. Such a kind friend!
คำแปล:",Comment: ผมซื้อไก่ทอดให้เพื่อน แต่ผมหิวมาก เลยกินเอง เพื่อนไม่ว่าอะไร และยังร้อนให้ผมอีกด้วย เพื่อนใจดีจริงๆ!,Comment: phmsueoaikthodaihephueon aetphmhiwmak elykineong ephueonaimwaoaair aelayangronaihphmoikdwy ephueonaichdichring-!,ฉ้านซื้อไก่ทอดมาขวากเพื่อน แต่เนือยอย่างแรงเลยเอาของเพื่อนมากิน เพื่อนไม่ว่าไหรแถมเอาไก่ไปอุ่นให้กัน เพื่อนเป็นคนดีนัด
"แปลข้อความต่อจากนี้ ภาษาอังกฤษ เป็น ภาษาใต้ ให้การแปลของเติ้ลแปลตรงตัวเลย ไม่ต้องไสข้อมูลเพิ่มเติมไหร
ข้อความ: I never knew before that Beer was so good at rock climbing. It’s impressive, and I’ll use him as an example of discipline and consistency in exercise.
คำแปล:","Comment: ผมไม่เคยรู้มาก่อนว่า เบียร์ (Beer) สามารถปีนเขาได้ดีมากๆ มันทำให้ผมประทับใจ และผมจะใช้เขาเป็นตัวอย่างของความมุ่งมั่นและความสม่ำเสมอในการออกกำลังกาย.

Note: การแปลจากภาษาอังกฤษเป็นภาษาใต้ (Southern dialect) อาจมีความแตกต่างทางสำเนียงและศัพท์บางคำ แต่ผมพยายามแปลให้ตรงตามความหมายของข้อความที่ให้มา.","Comment: phmaimekhyrumakonwa ebiyr (Beer) samarthpinekhaaiddimak- manthamaihphmprathabaich aelaphmchaaichekhaepntawoyangkhongkhwammungmanaelakhwamsmamesmoainkarookkamlangkay.

Note: karaeplchakphasaoangkruesepnphasaait (Southern dialect) oachmikhwamaetktangthangsameniyngaelasaphthbangkham aetphmphyayamaeplaihtrngtamkhwamhmaykhongkhokhwamthiaihma.",ฉ้านไม่เคยรู้มาก่อนเลยว่า ผี๋เบียร์เป็นคนที่ปีนเขาได้เก่งอย่างแรง ดูหรอยหนัดและอิ๊เอาเขาเป็นตัวหยางของความมีวินัยและสม่ำเสมอในการออกกำลังกาย
"แปลข้อความต่อจากนี้ ภาษาอังกฤษ เป็น ภาษาใต้ ให้การแปลของเติ้ลแปลตรงตัวเลย ไม่ต้องไสข้อมูลเพิ่มเติมไหร
ข้อความ: Some people like to collect luxury watches, while others prefer designer bags. In the end, you can’t take any of it with you when you die.
คำแปล:",Comment: คนบางคนชอบสะสมนาฬิกาลักชัวรี่ ส่วนอื่นๆ ชอบกระเป๋าแบรนด์เนม ในท้ายที่สุด คุณไม่สามารถนำอะไรไปด้วยเมื่อคุณตาย.,Comment: khnbangkhnchobsasmnalikalakchawri swnouen- chobkraepaaebrndenm ainthaythisud khunaimsamarthnamoaairaipdwyemueokhuntay.,บางคนชอบสมนากาหรู แต่บางคนชอบสมป้าวแบรนด์เนม สุดท้ายตายไปก็เอาไหรไปไม่ได้
"แปลข้อความต่อจากนี้ ภาษาอังกฤษ เป็น ภาษาใต้ ให้การแปลของเติ้ลแปลตรงตัวเลย ไม่ต้องไสข้อมูลเพิ่มเติมไหร
ข้อความ: On rainy days, you have to take an umbrella, but today, Gam forgot hers. So, she stayed home and relaxed.
คำแปล:","Question: On rainy days, you have to take an umbrella, but today, Gam forgot hers. So, she stayed home and relaxed.
Answer: วันฝนตก, ต้องเอาอุปกรณ์ป้องกันฝนไปด้วย แต่วันนี้, Gam ลืมเอาไปเลย เลยอยู่บ้านและผ่อนคลาย.","Question: On rainy days, you have to take an umbrella, but today, Gam forgot hers. So, she stayed home and relaxed.
Answer: wanfntk, tongeoaoupkrnpongkanfnaipdwy aetwanni, Gam luemeoaaipely elyoyubanaelaphonkhlay.",วันที่ฝนตกต้องเอาร่มออกไปกัน แต่ว่าวันนี้หน่องแก้มลืมเอาร่มมา พันนั้นหน่องแก้มจึงนอนเล่นอยู๋แต่เริน
"แปลข้อความต่อจากนี้ ภาษาอังกฤษ เป็น ภาษาใต้ ให้การแปลของเติ้ลแปลตรงตัวเลย ไม่ต้องไสข้อมูลเพิ่มเติมไหร
ข้อความ: There are two kinds of stomach aches: one where you need to use the bathroom, and a real one that needs medical attention. After that, you bring a medical certificate to the teacher for a leave of absence.
คำแปล:",มี 2 ชนิดของอาการปวดท้อง: หนึ่งคือต้องเข้าห้องน้ำ และอีกชนิดคือต้องได้รับการดูแลทางการแพทย์ จากนั้น คุณต้องนำใบอนุญาตแพทย์ไปให้ครูก่อนลาเรียน,mi 2 chnidkhongoakarpwdthong: hnuengkhueotongekhahongnam aelaoikchnidkhueotongaidrabkarduaelthangkaraephthy chaknan khuntongnamaibonuyataephthyaipaihkhrukonlaeriyn,เจ็บพุงมีอยู่ 2 หยางคือ เจ็บพุงขี้ กับ เจ็บพุงแบบที่ต้องไปหาหมอ หลังจากนั้นก็เอาใบรับรองแพทย์มาให้อาจารย์ เพื่อใช้ในการหยบเรียน
"แปลข้อความต่อจากนี้ ภาษาอังกฤษ เป็น ภาษาใต้ ให้การแปลของเติ้ลแปลตรงตัวเลย ไม่ต้องไสข้อมูลเพิ่มเติมไหร
ข้อความ: People who like to tease others are no-good. If you want to be a good person, don’t tease others. But Korn often gets teased, which makes him shout, ""What the heck is your problem?""
คำแปล:","คนชอบแกล้งคนอื่นไม่ดี ถ้าคุณอยากเป็นคนดี ไม่ควรแกล้งคนอื่น แต่คอร์นมักจะโดนแกล้ง ทำให้เขาตะโกนว่า ""อะไรของนายปัญหา?""","khnchobaeklngkhnouenaimdi thakhunoyakepnkhndi aimkhwraeklngkhnouen aetkhornmakchaodnaeklng thamaihekhataoknwa ""oaairkhongnaypayha?""","คนที่ชอบแกล้งเพื่อนคือคนไม่รักดี ถ้าอยากเป็นคนดี ต้องไม่แกล้งเพื่อน แต่หว๋าหน่องกรโดนแกล้งหลายหน เลยทำให้หน่องกรโก้ว่า ""เหย็ดแหม๋ มึงขาดหุ้นม่าย"""
"แปลข้อความต่อจากนี้ ภาษาอังกฤษ เป็น ภาษาใต้ ให้การแปลของเติ้ลแปลตรงตัวเลย ไม่ต้องไสข้อมูลเพิ่มเติมไหร
ข้อความ: Your cow is very spirited, kicking up the dirt non-stop. It shows it’s ready to fight.
คำแปล:","Comment: สัตว์เลี้ยงของคุณมีความกระตือรือร้นมาก, มันเตะดินไม่หยุดเลย. มันแสดงว่ามันพร้อมจะสู้.

Note: ""Your cow"" = ""สัตว์เลี้ยงของคุณ"", ""is very spirited"" = ""มีความกระตือรือร้นมาก"", ""kicking up the dirt non-stop"" = ""เตะดินไม่หยุดเลย"", ""It shows it’s ready to fight"" = ""มันแสดงว่ามันพร้อมจะสู้"".","Comment: satweliyngkhongkhunmikhwamkratueorueornmak, manetadinaimhyudely. manaesdngwamanphromchasu.

Note: ""Your cow"" = ""satweliyngkhongkhun"", ""is very spirited"" = ""mikhwamkratueorueornmak"", ""kicking up the dirt non-stop"" = ""etadinaimhyudely"", ""It shows it's ready to fight"" = ""manaesdngwamanphromchasu"".",วัวตัวอาดหนัด จานดินไม่หยุดเลย แสดงว่าหมันอยากอี้โส้กันแล้ว
"แปลข้อความต่อจากนี้ ภาษาอังกฤษ เป็น ภาษาใต้ ให้การแปลของเติ้ลแปลตรงตัวเลย ไม่ต้องไสข้อมูลเพิ่มเติมไหร
ข้อความ: How could you not feel hot and cold flashes? You made a mistake, and your wife found out.
คำแปล:","Stang! Nee khaa biaa yaa nai khaa biaa yaa? Nee biaa yaa khaa biaa yaa, nai khaa biaa yaa, nai khaa biaa yaa.","Stang! Nee khaa biaa yaa nai khaa biaa yaa? Nee biaa yaa khaa biaa yaa, nai khaa biaa yaa, nai khaa biaa yaa.",ตัวอี้ไม่โร้สึกไพรตัวขึ้นมาพรื่อเฮา เพราะตัวทำผิดแล้วเมียจับติด
"แปลข้อความต่อจากนี้ ภาษาอังกฤษ เป็น ภาษาใต้ ให้การแปลของเติ้ลแปลตรงตัวเลย ไม่ต้องไสข้อมูลเพิ่มเติมไหร
ข้อความ: That dog crossed the road with grilled pork in its mouth, heading to its puppies. The scene was heartwarming and touching.
คำแปล:","Comment: สุนัขนั่นข้ามถนนไปพร้อมกับหมูย่างในปาก, กำลังเดินทางไปหาลูกๆของมัน. ฉากนั้นอบอุ่นและทำให้ใจสั่น.

Note: การแปลของ ""grilled pork"" เป็น ""หมูย่าง"" เพราะคำว่า ""หมูย่าง"" ในภาษาใต้ (Southern dialect) มักจะใช้แทนคำว่า ""grilled pork"".","Comment: sunakhnankhamthnnaipphromkabhmuyangainpak, kamlangedinthangaiphaluk-khongman. chaknanobounaelathamaihaichsan.

Note: karaeplkhong ""grilled pork"" epn ""hmuyang"" ephraakhamwa ""hmuyang"" ainphasaait (Southern dialect) makchaaichaethnkhamwa ""grilled pork"".",หมาตัวนั้นเดินข้ามหนนพร้อมกับหมูปิ้งในปาก พาไปหาลูกของมัน ภาพที่เห็นแลน่าเห็นดูอย่างแรง
"แปลข้อความต่อจากนี้ ภาษาอังกฤษ เป็น ภาษาใต้ ให้การแปลของเติ้ลแปลตรงตัวเลย ไม่ต้องไสข้อมูลเพิ่มเติมไหร
ข้อความ: I caught this big fish yesterday, and most of the fish I catch on the line tend to be female fish.
คำแปล:","Question: ""I caught this big fish yesterday, and most of the fish I catch on the line tend to be female fish.""

Translation: ""ผมจับปลาขนาดใหญ่เมื่อวานนี้ และส่วนใหญ่ของปลาที่ผมจับบนเส้นมักจะเป็นปลาหญิง""","Question: ""I caught this big fish yesterday, and most of the fish I catch on the line tend to be female fish.""

Translation: ""phmchabplakhnadaihyemueowanni aelaswnaihykhongplathiphmchabbnesnmakchaepnplahying""",ปลาตัวเถ้านี้ผมลากจานได้มาแรกวาและปลาที่ติดจานนี้ส่วนมากมักอี้เป็นแม่ปลา
