Input,Pred,Pred_Latin,Gold
"แปลข้อความต่อจากนี้ ภาษาใต้ เป็น ภาษาอังกฤษ ให้การแปลของเติ้ลแปลตรงตัวเลย ไม่ต้องไสข้อมูลเพิ่มเติมไหร
ข้อความ: ฉ้านซื้อไก่ทอดมาขวากเพื่อน แต่เนือยอย่างแรงเลยเอาของเพื่อนมากิน เพื่อนไม่ว่าไหรแถมเอาไก่ไปอุ่นให้กัน เพื่อนเป็นคนดีนัด
คำแปล:",ฉันซื้อไก่ทอดมาให้เพื่อน แต่ฉันหิวมากเลยเอาของเพื่อนมากิน เพื่อนไม่ว่าอะไรเลย แถมเอาไก่ไปอุ่นให้ฉัน เพื่อนเป็นคนดีจริงๆ,chansueoaikthodmaaihephueon aetchanhiwmakelyeoakhongephueonmakin ephueonaimwaoaairely aethmeoaaikaipounaihchan ephueonepnkhndichring-,"I bought fried chicken for my friend, but I was too hungry, so I ate it instead. My friend didn’t mind and even reheated it for me. Such a kind friend!"
"แปลข้อความต่อจากนี้ ภาษาใต้ เป็น ภาษาอังกฤษ ให้การแปลของเติ้ลแปลตรงตัวเลย ไม่ต้องไสข้อมูลเพิ่มเติมไหร
ข้อความ: ฉ้านไม่เคยรู้มาก่อนเลยว่า ผี๋เบียร์เป็นคนที่ปีนเขาได้เก่งอย่างแรง ดูหรอยหนัดและอิ๊เอาเขาเป็นตัวหยางของความมีวินัยและสม่ำเสมอในการออกกำลังกาย
คำแปล:","I never knew that Pee Beer is a very good mountain climber. Look at his body and his endurance, he is the model of discipline and regular exercise.","I never knew that Pee Beer is a very good mountain climber. Look at his body and his endurance, he is the model of discipline and regular exercise.","I never knew before that Beer was so good at rock climbing. It’s impressive, and I’ll use him as an example of discipline and consistency in exercise."
"แปลข้อความต่อจากนี้ ภาษาใต้ เป็น ภาษาอังกฤษ ให้การแปลของเติ้ลแปลตรงตัวเลย ไม่ต้องไสข้อมูลเพิ่มเติมไหร
ข้อความ: บางคนชอบสมนากาหรู แต่บางคนชอบสมป้าวแบรนด์เนม สุดท้ายตายไปก็เอาไหรไปไม่ได้
คำแปล:","Some people like luxury cars, but some people like brand-name clothes. In the end, when we die, we can't take anything with us.","Some people like luxury cars, but some people like brand-name clothes. In the end, when we die, we can't take anything with us.","Some people like to collect luxury watches, while others prefer designer bags. In the end, you can’t take any of it with you when you die."
"แปลข้อความต่อจากนี้ ภาษาใต้ เป็น ภาษาอังกฤษ ให้การแปลของเติ้ลแปลตรงตัวเลย ไม่ต้องไสข้อมูลเพิ่มเติมไหร
ข้อความ: วันที่ฝนตกต้องเอาร่มออกไปกัน แต่ว่าวันนี้หน่องแก้มลืมเอาร่มมา พันนั้นหน่องแก้มจึงนอนเล่นอยู๋แต่เริน
คำแปล:","On a rainy day, we have to bring an umbrella, but today, Nong Ngam forgot to bring an umbrella. So, Nong Ngam just slept and played at home.","On a rainy day, we have to bring an umbrella, but today, Nong Ngam forgot to bring an umbrella. So, Nong Ngam just slept and played at home.","On rainy days, you have to take an umbrella, but today, Gam forgot hers. So, she stayed home and relaxed."
"แปลข้อความต่อจากนี้ ภาษาใต้ เป็น ภาษาอังกฤษ ให้การแปลของเติ้ลแปลตรงตัวเลย ไม่ต้องไสข้อมูลเพิ่มเติมไหร
ข้อความ: เจ็บพุงมีอยู่ 2 หยางคือ เจ็บพุงขี้ กับ เจ็บพุงแบบที่ต้องไปหาหมอ หลังจากนั้นก็เอาใบรับรองแพทย์มาให้อาจารย์ เพื่อใช้ในการหยบเรียน
คำแปล:","Stomach ache has 2 types, stomach ache for diarrhea and stomach ache that needs to see a doctor. After that, bring a medical certificate to the teacher for leave of absence.","Stomach ache has 2 types, stomach ache for diarrhea and stomach ache that needs to see a doctor. After that, bring a medical certificate to the teacher for leave of absence.","There are two kinds of stomach aches: one where you need to use the bathroom, and a real one that needs medical attention. After that, you bring a medical certificate to the teacher for a leave of absence."
"แปลข้อความต่อจากนี้ ภาษาใต้ เป็น ภาษาอังกฤษ ให้การแปลของเติ้ลแปลตรงตัวเลย ไม่ต้องไสข้อมูลเพิ่มเติมไหร
ข้อความ: คนที่ชอบแกล้งเพื่อนคือคนไม่รักดี ถ้าอยากเป็นคนดี ต้องไม่แกล้งเพื่อน แต่หว๋าหน่องกรโดนแกล้งหลายหน เลยทำให้หน่องกรโก้ว่า ""เหย็ดแหม๋ มึงขาดหุ้นม่าย""
คำแปล:","คนชอบแกล้งเพื่อนคือคนไม่ดี ถ้าอยากเป็นคนดี ต้องไม่แกล้งเพื่อน แต่หน่องกรโดนแกล้งหลายหน เลยทำให้หน่องกรโก้ว่า ""เหย็ดแหม๋ มึงขาดหุ้นม่าย""","khnchobaeklngephueonkhueokhnaimdi thaoyakepnkhndi tongaimaeklngephueon aethnongkrodnaeklnghlayhn elythamaihhnongkrokwa ""ehydaehm muengkhadhunmay""","People who like to tease others are no-good. If you want to be a good person, don’t tease others. But Korn often gets teased, which makes him shout, ""What the heck is your problem?"""
"แปลข้อความต่อจากนี้ ภาษาใต้ เป็น ภาษาอังกฤษ ให้การแปลของเติ้ลแปลตรงตัวเลย ไม่ต้องไสข้อมูลเพิ่มเติมไหร
ข้อความ: วัวตัวอาดหนัด จานดินไม่หยุดเลย แสดงว่าหมันอยากอี้โส้กันแล้ว
คำแปล:","The buffalo is stubborn, the plate doesn't stop, it means the husband and wife want to flirt with each other.","The buffalo is stubborn, the plate doesn't stop, it means the husband and wife want to flirt with each other.","Your cow is very spirited, kicking up the dirt non-stop. It shows it’s ready to fight."
"แปลข้อความต่อจากนี้ ภาษาใต้ เป็น ภาษาอังกฤษ ให้การแปลของเติ้ลแปลตรงตัวเลย ไม่ต้องไสข้อมูลเพิ่มเติมไหร
ข้อความ: ตัวอี้ไม่โร้สึกไพรตัวขึ้นมาพรื่อเฮา เพราะตัวทำผิดแล้วเมียจับติด
คำแปล:","ตัวอี้ไม่โร้สึกไพรตัวขึ้นมาพรื่อเฮา เพราะตัวทำผิดแล้วเมียจับติด

แปลเป็นภาษาอังกฤษ: I don't dare to go up and serve you because I did wrong and my wife caught me.","tawoiaimorsuekaiphrtawkhuenmaphrueoeha ephraatawthamphidaelwemiychabtid

aeplepnphasaoangkrues: I don't dare to go up and serve you because I did wrong and my wife caught me.","How could you not feel hot and cold flashes? You made a mistake, and your wife found out."
"แปลข้อความต่อจากนี้ ภาษาใต้ เป็น ภาษาอังกฤษ ให้การแปลของเติ้ลแปลตรงตัวเลย ไม่ต้องไสข้อมูลเพิ่มเติมไหร
ข้อความ: หมาตัวนั้นเดินข้ามหนนพร้อมกับหมูปิ้งในปาก พาไปหาลูกของมัน ภาพที่เห็นแลน่าเห็นดูอย่างแรง
คำแปล:",The dog walked across the field with a roasted boar in its mouth to its puppies. The scene was so pitiful.,The dog walked across the field with a roasted boar in its mouth to its puppies. The scene was so pitiful.,"That dog crossed the road with grilled pork in its mouth, heading to its puppies. The scene was heartwarming and touching."
"แปลข้อความต่อจากนี้ ภาษาใต้ เป็น ภาษาอังกฤษ ให้การแปลของเติ้ลแปลตรงตัวเลย ไม่ต้องไสข้อมูลเพิ่มเติมไหร
ข้อความ: ปลาตัวเถ้านี้ผมลากจานได้มาแรกวาและปลาที่ติดจานนี้ส่วนมากมักอี้เป็นแม่ปลา
คำแปล:",This fish I caught with a hook and the fish that get hooked are mostly female fish.,This fish I caught with a hook and the fish that get hooked are mostly female fish.,"I caught this big fish yesterday, and most of the fish I catch on the line tend to be female fish."
