Input,Pred,Pred_Latin,Gold
"แปลข้อความต่อจากนี้ ภาษาอังกฤษ เป็น ภาษาใต้ ให้การแปลของเติ้ลแปลตรงตัวเลย ไม่ต้องไสข้อมูลเพิ่มเติมไหร
ข้อความ: I bought fried chicken for my friend, but I was too hungry, so I ate it instead. My friend didn’t mind and even reheated it for me. Such a kind friend!
คำแปล:",กินไก่ทอดให้เพื่อน แต่ฉันหิวมาก ฉันกินแทน เพื่อนไม่โกรธ กลับเอาไปอุ่นให้เพื่อนแท้,kinaikthodaihephueon aetchanhiwmak chankinaethn ephueonaimokrth klabeoaaipounaihephueonaeth,ฉ้านซื้อไก่ทอดมาขวากเพื่อน แต่เนือยอย่างแรงเลยเอาของเพื่อนมากิน เพื่อนไม่ว่าไหรแถมเอาไก่ไปอุ่นให้กัน เพื่อนเป็นคนดีนัด
"แปลข้อความต่อจากนี้ ภาษาอังกฤษ เป็น ภาษาใต้ ให้การแปลของเติ้ลแปลตรงตัวเลย ไม่ต้องไสข้อมูลเพิ่มเติมไหร
ข้อความ: I never knew before that Beer was so good at rock climbing. It’s impressive, and I’ll use him as an example of discipline and consistency in exercise.
คำแปล:",ขอโทษครับ/ค่ะ ผม/ดิฉันไม่เคยรู้มาก่อนว่าเบียร์เก่งปีนเขาแบบนี้ มันเยี่ยมมาก ผม/ดิฉันจะเอาเขาเป็นตัวอย่างของวินัยและความสม่ำเสมอในการออกกำลังกาย,khoothskhrab/kha phm/dichanaimekhyrumakonwaebiyrekngpinekhaaebbni maneyiymmak phm/dichanchaeoaekhaepntawoyangkhongwinayaelakhwamsmamesmoainkarookkamlangkay,ฉ้านไม่เคยรู้มาก่อนเลยว่า ผี๋เบียร์เป็นคนที่ปีนเขาได้เก่งอย่างแรง ดูหรอยหนัดและอิ๊เอาเขาเป็นตัวหยางของความมีวินัยและสม่ำเสมอในการออกกำลังกาย
"แปลข้อความต่อจากนี้ ภาษาอังกฤษ เป็น ภาษาใต้ ให้การแปลของเติ้ลแปลตรงตัวเลย ไม่ต้องไสข้อมูลเพิ่มเติมไหร
ข้อความ: Some people like to collect luxury watches, while others prefer designer bags. In the end, you can’t take any of it with you when you die.
คำแปล:",มีคนชอบสะสมนาฬิกาลักชัวรี่ มีคนชอบกระเป๋าแบรนด์เนม สุดท้ายแล้วทุกอย่างมันไม่ได้ไปกับเราเมื่อตาย,mikhnchobsasmnalikalakchawri mikhnchobkraepaaebrndenm sudthayaelwthukoyangmanaimaidaipkaberaemueotay,บางคนชอบสมนากาหรู แต่บางคนชอบสมป้าวแบรนด์เนม สุดท้ายตายไปก็เอาไหรไปไม่ได้
"แปลข้อความต่อจากนี้ ภาษาอังกฤษ เป็น ภาษาใต้ ให้การแปลของเติ้ลแปลตรงตัวเลย ไม่ต้องไสข้อมูลเพิ่มเติมไหร
ข้อความ: On rainy days, you have to take an umbrella, but today, Gam forgot hers. So, she stayed home and relaxed.
คำแปล:",วันฝนตก ต้องเอาไม้เท้า แต่วันนี้แกมลืมเอา ไม้เท้ามา เธอเลยอยู่บ้านพักผ่อน,wanfntk tongeoaaimetha aetwanniaekmluemeoa aimethama ethoelyoyubanphakphon,วันที่ฝนตกต้องเอาร่มออกไปกัน แต่ว่าวันนี้หน่องแก้มลืมเอาร่มมา พันนั้นหน่องแก้มจึงนอนเล่นอยู๋แต่เริน
"แปลข้อความต่อจากนี้ ภาษาอังกฤษ เป็น ภาษาใต้ ให้การแปลของเติ้ลแปลตรงตัวเลย ไม่ต้องไสข้อมูลเพิ่มเติมไหร
ข้อความ: There are two kinds of stomach aches: one where you need to use the bathroom, and a real one that needs medical attention. After that, you bring a medical certificate to the teacher for a leave of absence.
คำแปล:",มีเจ็บท้องสองอย่าง อย่างหนึ่งเจ็บท้องต้องไปขับถ่าย อีกอย่างเป็นเจ็บท้องจริง ๆ ที่ต้องไปหาหมอ หลังจากนั้นเอาใบรับรองแพทย์ไปให้ครูเพื่อขออนุญาตลา,miechbthongsongoyang oyanghnuengechbthongtongaipkhabthay oikoyangepnechbthongchring - thitongaiphahmo hlangchaknaneoaaibrabrongaephthyaipaihkhruephueokhoonuyatla,เจ็บพุงมีอยู่ 2 หยางคือ เจ็บพุงขี้ กับ เจ็บพุงแบบที่ต้องไปหาหมอ หลังจากนั้นก็เอาใบรับรองแพทย์มาให้อาจารย์ เพื่อใช้ในการหยบเรียน
"แปลข้อความต่อจากนี้ ภาษาอังกฤษ เป็น ภาษาใต้ ให้การแปลของเติ้ลแปลตรงตัวเลย ไม่ต้องไสข้อมูลเพิ่มเติมไหร
ข้อความ: People who like to tease others are no-good. If you want to be a good person, don’t tease others. But Korn often gets teased, which makes him shout, ""What the heck is your problem?""
คำแปล:","คนชอบแกล้งคนอื่นเป็นคนไม่ดี ถ้าคุณอยากเป็นคนดี อย่าแกล้งคนอื่น แต่กรณีมักถูกแกล้ง ทำให้เขาโกรธและพูดว่า ""มีปัญหาอะไร""","khnchobaeklngkhnouenepnkhnaimdi thakhunoyakepnkhndi oyaaeklngkhnouen aetkrnimakthukaeklng thamaihekhaokrthaelaphudwa ""mipayhaoaair""","คนที่ชอบแกล้งเพื่อนคือคนไม่รักดี ถ้าอยากเป็นคนดี ต้องไม่แกล้งเพื่อน แต่หว๋าหน่องกรโดนแกล้งหลายหน เลยทำให้หน่องกรโก้ว่า ""เหย็ดแหม๋ มึงขาดหุ้นม่าย"""
"แปลข้อความต่อจากนี้ ภาษาอังกฤษ เป็น ภาษาใต้ ให้การแปลของเติ้ลแปลตรงตัวเลย ไม่ต้องไสข้อมูลเพิ่มเติมไหร
ข้อความ: Your cow is very spirited, kicking up the dirt non-stop. It shows it’s ready to fight.
คำแปล:",วัวคุณมันร่าเริงจังเหรอ ตะปบดินไม่หยุด มันพร้อมจะสู้แล้ว,wawkhunmanraeringchangehro tapbdinaimhyud manphromchasuaelw,วัวตัวอาดหนัด จานดินไม่หยุดเลย แสดงว่าหมันอยากอี้โส้กันแล้ว
"แปลข้อความต่อจากนี้ ภาษาอังกฤษ เป็น ภาษาใต้ ให้การแปลของเติ้ลแปลตรงตัวเลย ไม่ต้องไสข้อมูลเพิ่มเติมไหร
ข้อความ: How could you not feel hot and cold flashes? You made a mistake, and your wife found out.
คำแปล:",ไม่แน่ใจว่าทำไมไม่รู้สึกอุณหภูมิเปลี่ยนแปลงไปมา คุณทำผิดพลาด และภรรยาคุณรู้,aimaenaichwathamaimaimrusuekounhphumiepliynaeplngaipma khunthamphidphlad aelaphrryakhunru,ตัวอี้ไม่โร้สึกไพรตัวขึ้นมาพรื่อเฮา เพราะตัวทำผิดแล้วเมียจับติด
"แปลข้อความต่อจากนี้ ภาษาอังกฤษ เป็น ภาษาใต้ ให้การแปลของเติ้ลแปลตรงตัวเลย ไม่ต้องไสข้อมูลเพิ่มเติมไหร
ข้อความ: That dog crossed the road with grilled pork in its mouth, heading to its puppies. The scene was heartwarming and touching.
คำแปล:",หมานั้นข้ามถนนไปพร้อมกับหมูย่างในปาก มุ่งหน้าไปหาลูกหมา ภาพนั้นมีความอบอุ่นและน่าประทับใจ,hmanankhamthnnaipphromkabhmuyangainpak munghnaaiphalukhma phaphnanmikhwamobounaelanaprathabaich,หมาตัวนั้นเดินข้ามหนนพร้อมกับหมูปิ้งในปาก พาไปหาลูกของมัน ภาพที่เห็นแลน่าเห็นดูอย่างแรง
"แปลข้อความต่อจากนี้ ภาษาอังกฤษ เป็น ภาษาใต้ ให้การแปลของเติ้ลแปลตรงตัวเลย ไม่ต้องไสข้อมูลเพิ่มเติมไหร
ข้อความ: I caught this big fish yesterday, and most of the fish I catch on the line tend to be female fish.
คำแปล:",กะจับปลาตัวนี้เมื่อวานนี้ แล้วปลาส่วนมากที่กะจับได้บนเส้นตกปลา มักเป็นปลาตัวเมีย,kachabplatawniemueowanni aelwplaswnmakthikachabaidbnesntkpla makepnplatawemiy,ปลาตัวเถ้านี้ผมลากจานได้มาแรกวาและปลาที่ติดจานนี้ส่วนมากมักอี้เป็นแม่ปลา
