Input,Pred,Pred_Latin,Gold
"แปลข้อความต่อไปนี้จาก ภาษาอังกฤษ เป็น ภาษาไทย ให้การแปลของคุณโดยตรงโดยไม่ต้องมีข้อมูลเพิ่มเติมใดๆ
ข้อความ: I bought fried chicken for my friend, but I was too hungry, so I ate it instead. My friend didn’t mind and even reheated it for me. Such a kind friend!
คำแปล:",ฉันซื้อไก่ทอดให้เพื่อน แต่ฉันหิวมาก ดังนั้นฉันกินแทน เพื่อนของฉันไม่คิดอะไรและยังอุ่นไก่ทอดให้ฉันอีกด้วย เพื่อนที่น่ารักมาก!,chansueoaikthodaihephueon aetchanhiwmak dangnanchankinaethn ephueonkhongchanaimkhidoaairaelayangounaikthodaihchanoikdwy ephueonthinarakmak!,ฉันซื้อไก่ทอดมาฝากเพื่อน แต่หิวเกินเลยเอาของเพื่อนมากิน เพื่อนไม่ว่าแถมเอาไก่ไปอุ่นให้อีกด้วย เพื่อนเป็นคนดีจริงๆ
"แปลข้อความต่อไปนี้จาก ภาษาอังกฤษ เป็น ภาษาไทย ให้การแปลของคุณโดยตรงโดยไม่ต้องมีข้อมูลเพิ่มเติมใดๆ
ข้อความ: I never knew before that Beer was so good at rock climbing. It’s impressive, and I’ll use him as an example of discipline and consistency in exercise.
คำแปล:", the translation is: ฉันไม่เคยรู้มาก่อนว่าเบียร์ดีมากในการปีนเขา มันน่าประทับใจ และฉันจะใช้เขาเป็นตัวอย่างของความมีวินัยและความสม่ำเสมอในการออกกำลังกาย, the translation is: chanaimekhyrumakonwaebiyrdimakainkarpinekha mannaprathabaich aelachanchaaichekhaepntawoyangkhongkhwammiwinayaelakhwamsmamesmoainkarookkamlangkay,ฉันไม่เคยรู้มาก่อนเลยว่าพี่เบียร์จะเป็นคนที่ปีนผาได้เก่งขนาดนี้ น่าทึ่งมาก และจะเอาเขาเป็นแบบอย่างของความมีวินัยและสม่ำเสมอในการออกกำลังกาย
"แปลข้อความต่อไปนี้จาก ภาษาอังกฤษ เป็น ภาษาไทย ให้การแปลของคุณโดยตรงโดยไม่ต้องมีข้อมูลเพิ่มเติมใดๆ
ข้อความ: Some people like to collect luxury watches, while others prefer designer bags. In the end, you can’t take any of it with you when you die.
คำแปล:",บางคนชอบสะสมนาฬิกาสุดหรู ในขณะที่คนอื่นๆ นิยมกระเป๋าดีไซน์เนอร์ แต่สุดท้ายคุณไม่สามารถนำอะไรไปด้วยเมื่อคุณตาย,bangkhnchobsasmnalikasudhru ainkhnathikhnouen- niymkraepadiaisnenor aetsudthaykhunaimsamarthnamoaairaipdwyemueokhuntay,บางคนชอบสะสมนาฬิกาหรู แต่บางคนชอบสะสมกระเป๋าแบรนด์เนม สุดท้ายตายไปก็เอาไปไม่ได้
"แปลข้อความต่อไปนี้จาก ภาษาอังกฤษ เป็น ภาษาไทย ให้การแปลของคุณโดยตรงโดยไม่ต้องมีข้อมูลเพิ่มเติมใดๆ
ข้อความ: On rainy days, you have to take an umbrella, but today, Gam forgot hers. So, she stayed home and relaxed.
คำแปล:"," the days that rain, you must take an umbrella, but today, Gam forgot hers. So, she stayed home and relaxed.

(หมายเหตุ: การแปลข้อความนี้โดยตรงอาจไม่สละสลวยเท่าที่ควร เนื่องจากภาษาอังกฤษและภาษาไทยมีโครงสร้างและรูปแบบการเขียนที่แตกต่างกัน)"," the days that rain, you must take an umbrella, but today, Gam forgot hers. So, she stayed home and relaxed.

(hmayehtu: karaeplkhokhwamniodytrngoachaimslaslwyethathikhwr enueongchakphasaoangkruesaelaphasaaithymiokhrngsrangaelarupaebbkarekhiynthiaetktangkan)",วันที่ฝนตกจะต้องนำร่มออกไปด้วย แต่วันนี้น้องแก้มลืมเอาร่มมา ดังนั้นน้องแก้มจึงนอนเล่นอยู่บ้าน
"แปลข้อความต่อไปนี้จาก ภาษาอังกฤษ เป็น ภาษาไทย ให้การแปลของคุณโดยตรงโดยไม่ต้องมีข้อมูลเพิ่มเติมใดๆ
ข้อความ: There are two kinds of stomach aches: one where you need to use the bathroom, and a real one that needs medical attention. After that, you bring a medical certificate to the teacher for a leave of absence.
คำแปล:",มีสองประเภทของอาการปวดท้อง: หนึ่งคือที่คุณต้องการไปห้องน้ำ และอีกหนึ่งคืออาการที่ต้องการความสนใจทางการแพทย์ หลังจากนั้นคุณจะนำใบรับรองแพทย์ไปให้อาจารย์เพื่อขอลา.,misongpraephthkhongoakarpwdthong: hnuengkhueothikhuntongkaraiphongnam aelaoikhnuengkhueooakarthitongkarkhwamsnaichthangkaraephthy hlangchaknankhunchanamaibrabrongaephthyaipaihoacharyephueokhola.,ปวดท้องมีอยู่ 2 อย่างคือ ปวดท้องขี้ กับ กับปวดท้องจริงๆ ที่ต้องไปหาหมอ จากนั้นเอาใบรับรองแพทย์มาให้อาจารย์ เพื่อใช้ในการลาเรียน
"แปลข้อความต่อไปนี้จาก ภาษาอังกฤษ เป็น ภาษาไทย ให้การแปลของคุณโดยตรงโดยไม่ต้องมีข้อมูลเพิ่มเติมใดๆ
ข้อความ: People who like to tease others are no-good. If you want to be a good person, don’t tease others. But Korn often gets teased, which makes him shout, ""What the heck is your problem?""
คำแปล:","คนที่ชอบล้อเลียนคนอื่นไม่ดี. ถ้าคุณต้องการเป็นคนดี, อย่าล้อเลียนคนอื่น. แต่คอร์นมักถูกล้อเลียน ซึ่งทำให้เขาร้อง ""อะไรที่เป็นปัญหาของคุณ?""","khnthichobloeliynkhnouenaimdi. thakhuntongkarepnkhndi, oyaloeliynkhnouen. aetkhornmakthukloeliyn suengthamaihekharong ""oaairthiepnpayhakhongkhun?""","คนที่ชอบแกล้งคนอื่นคือคนไม่รักดี ถ้าอยากเป็นคนดี ต้องไม่แกล้งคนอื่น แต่น้องกรโดนแกล้งบ่อยๆ เลย ทำให้น้องกร ตะโกนว่า ""มึงเป็นเหี้ยอะไร"""
"แปลข้อความต่อไปนี้จาก ภาษาอังกฤษ เป็น ภาษาไทย ให้การแปลของคุณโดยตรงโดยไม่ต้องมีข้อมูลเพิ่มเติมใดๆ
ข้อความ: Your cow is very spirited, kicking up the dirt non-stop. It shows it’s ready to fight.
คำแปล:",วัวของคุณมีความกระปรี้กระเปร่ามาก มันเตะดินไม่หยุด มันแสดงว่ามันพร้อมที่จะต่อสู้,wawkhongkhunmikhwamkraprikraepramak manetadinaimhyud manaesdngwamanphromthichatosu,วัวของคุณคึกคะนองมากตะกุยดินไม่หยุดเลย แสดงว่ามันอยากจะต่อสู้กันแล้ว
"แปลข้อความต่อไปนี้จาก ภาษาอังกฤษ เป็น ภาษาไทย ให้การแปลของคุณโดยตรงโดยไม่ต้องมีข้อมูลเพิ่มเติมใดๆ
ข้อความ: How could you not feel hot and cold flashes? You made a mistake, and your wife found out.
คำแปล:",คุณไม่รู้สึกว่าร้อนและหนาวสั่นไหวได้อย่างไร? คุณทำผิดพลาด และภรรยาของคุณรู้เรื่องแล้ว,khunaimrusuekwaronaelahnawsanaihwaidoyangair? khunthamphidphlad aelaphrryakhongkhunruerueongaelw,คุณจะไม่รู้สึกสะบัดร้อนสะบัดหนาวขึ้นมาได้อย่างไรเล่า เพราะคุณทำผิดแล้วเมียจับได้
"แปลข้อความต่อไปนี้จาก ภาษาอังกฤษ เป็น ภาษาไทย ให้การแปลของคุณโดยตรงโดยไม่ต้องมีข้อมูลเพิ่มเติมใดๆ
ข้อความ: That dog crossed the road with grilled pork in its mouth, heading to its puppies. The scene was heartwarming and touching.
คำแปล:",สุนัขตัวนั้นข้ามถนนด้วยเนื้อหมูย่างในปาก กำลังไปหาลูกสุนัข ภาพนั้นทำให้รู้สึกอบอุ่นและประทับใจ,sunakhtawnankhamthnndwyenueohmuyangainpak kamlangaiphaluksunakh phaphnanthamaihrusuekobounaelaprathabaich,สุนัขตัวนั้นเดินข้ามถนนพร้อมหมูปิ้งในปาก มุ่งหน้าไปหาลูกๆ ของมัน ภาพที่เห็นช่างน่าสงสารและจับใจ
"แปลข้อความต่อไปนี้จาก ภาษาอังกฤษ เป็น ภาษาไทย ให้การแปลของคุณโดยตรงโดยไม่ต้องมีข้อมูลเพิ่มเติมใดๆ
ข้อความ: I caught this big fish yesterday, and most of the fish I catch on the line tend to be female fish.
คำแปล:", the translation: ฉันจับปลาตัวใหญ่นี้เมื่อวานนี้ และส่วนใหญ่ของปลาที่ฉันจับบนเส้นต้องเป็นปลาเพศหญิง, the translation: chanchabplatawaihyniemueowanni aelaswnaihykhongplathichanchabbnesntongepnplaephshying,ปลาตัวโตนี้ผมตกเบ็ดได้มาเมื่อวานและปลาที่ติดเบ็ดลากนี้ส่วนมากมักจะเป็นแม่ปลา
