Input,Pred,Pred_Latin,Gold
"แปลข้อความต่อไปนี้จาก ภาษาเหนือ เป๋น ภาษาอังกฤษ หื้อตั๋วแปลโดยตรงโดยตี้บะต้องมีข้อมูลเพิ่มเติมใดๆ
ข้อความ: เปิ้ลซื้อไก่ทอดมาฝากเปื้อน แต่หิวเกินเลยเอาของเปื้อนมากิน เปื้อนบะว่าแถมยังเอาไก่ไปอุ่นหือแห่ม เปื้อนเป็นคนดีแต้ๆ
คำแปล:","Peel bought fried chicken to give to Puan, but was too hungry so he took Puan's food to eat. Puan said that he also took the chicken to warm up in the microwave. Puan is a good person, but he is a bit too generous.","Peel bought fried chicken to give to Puan, but was too hungry so he took Puan's food to eat. Puan said that he also took the chicken to warm up in the microwave. Puan is a good person, but he is a bit too generous.","I bought fried chicken for my friend, but I was too hungry, so I ate it instead. My friend didn’t mind and even reheated it for me. Such a kind friend!"
"แปลข้อความต่อไปนี้จาก ภาษาเหนือ เป๋น ภาษาอังกฤษ หื้อตั๋วแปลโดยตรงโดยตี้บะต้องมีข้อมูลเพิ่มเติมใดๆ
ข้อความ: เปิ้ลบะเกยฮู้มาก่อนเลยว่าอ้ายเบียร์จะเป็นคนตี้ปืนผาได้เก่งขนาดนี้ เก่งขนาด ละจะเอาเขาเป็นแบบอย่างของความมีวินัยและสม่ำเสมอในก๋านออกกำลังกาย
คำแปล:","""Paul knew before that Aiy Beer would become an expert in shooting arrows to such an extent. To such an extent, he will take him as an example of discipline and consistency in the field of exercise.""","""Paul knew before that Aiy Beer would become an expert in shooting arrows to such an extent. To such an extent, he will take him as an example of discipline and consistency in the field of exercise.""","I never knew before that Beer was so good at rock climbing. It’s impressive, and I’ll use him as an example of discipline and consistency in exercise."
"แปลข้อความต่อไปนี้จาก ภาษาเหนือ เป๋น ภาษาอังกฤษ หื้อตั๋วแปลโดยตรงโดยตี้บะต้องมีข้อมูลเพิ่มเติมใดๆ
ข้อความ: บางคนมักสะสมนาฬิกาหรู แต่บางคนมักสะสมกระเป๋าแบรนด์เนม สุดท้ายตายไปก็เอาไปบะใจ๋ได้
คำแปล:","Commentary: Some people tend to collect luxury watches, while others collect branded handbags. In the end, they can only take it with them to their graves.

Translation: Some people are prone to collecting luxury watches, while others are prone to collecting branded handbags. Ultimately, they can only take it with them to their graves.","Commentary: Some people tend to collect luxury watches, while others collect branded handbags. In the end, they can only take it with them to their graves.

Translation: Some people are prone to collecting luxury watches, while others are prone to collecting branded handbags. Ultimately, they can only take it with them to their graves.","Some people like to collect luxury watches, while others prefer designer bags. In the end, you can’t take any of it with you when you die."
"แปลข้อความต่อไปนี้จาก ภาษาเหนือ เป๋น ภาษาอังกฤษ หื้อตั๋วแปลโดยตรงโดยตี้บะต้องมีข้อมูลเพิ่มเติมใดๆ
ข้อความ: วันตี้ฝนตกจะต้องนำจ่องไปตวย แต่วันนี้น้องแก้มลืมเอาจ่องมา จะอั๋นน้องแก้มก่อเลยนอนเล่นอยู่บ้าน
คำแปล:","Comment: This text is written in Northern Thai dialect, which is quite different from standard Thai. To provide an accurate translation, I will need some additional information about the context and the intended meaning of the text. Please provide more details or clarify any specific terms or phrases that may be unclear.","Comment: This text is written in Northern Thai dialect, which is quite different from standard Thai. To provide an accurate translation, I will need some additional information about the context and the intended meaning of the text. Please provide more details or clarify any specific terms or phrases that may be unclear.","On rainy days, you have to take an umbrella, but today, Gam forgot hers. So, she stayed home and relaxed."
"แปลข้อความต่อไปนี้จาก ภาษาเหนือ เป๋น ภาษาอังกฤษ หื้อตั๋วแปลโดยตรงโดยตี้บะต้องมีข้อมูลเพิ่มเติมใดๆ
ข้อความ: เจ็บต๊องมีอยู่ 2 อย่างคือ เจ็บต๊องขี้ กับ เจ็บต๊องแต้ๆ ตี้ต้องไปหาหมอ เลยเอาใบรับรองแพทย์มาหืออาจ๋ารย์ เพื่อใจ้ในการลาเรียน
คำแปล:","Comment: The text is in Northern Thai language, and it needs to be translated into English.

Translation: ""There are two types of fever: fever with diarrhea and fever without diarrhea. I have to go to the doctor, so I brought a doctor's certificate to the teacher to use as a reason for skipping school.""","Comment: The text is in Northern Thai language, and it needs to be translated into English.

Translation: ""There are two types of fever: fever with diarrhea and fever without diarrhea. I have to go to the doctor, so I brought a doctor's certificate to the teacher to use as a reason for skipping school.""","There are two kinds of stomach aches: one where you need to use the bathroom, and a real one that needs medical attention. After that, you bring a medical certificate to the teacher for a leave of absence."
"แปลข้อความต่อไปนี้จาก ภาษาเหนือ เป๋น ภาษาอังกฤษ หื้อตั๋วแปลโดยตรงโดยตี้บะต้องมีข้อมูลเพิ่มเติมใดๆ
ข้อความ: คนตี้ชอบแกล้งคนอื่นคือคนตี้บะฮักดี ถ้าอยากเป็นคนดี ต้องบะแกล้งคนอื่น แต่น้องกรโดนแกล้งบ่อยขนาด เลยทำฮือน้องกร เอ้กว่า ""มึงเป็นห่าอะหยัง""
คำแปล:","Translation: ""The person who likes to prank others is a good person. If you want to be a good person, you have to prank others. But little brother gets pranked a lot, so he made a joke about it, saying 'What's your problem?'""

Note: The original text is in Northern Thai dialect, which has some unique expressions and words that may not be easily understood by non-native speakers. The translation provided is a direct translation of the text, but some adjustments may be needed to make it more understandable in standard Thai or English.","Translation: ""The person who likes to prank others is a good person. If you want to be a good person, you have to prank others. But little brother gets pranked a lot, so he made a joke about it, saying 'What's your problem?'""

Note: The original text is in Northern Thai dialect, which has some unique expressions and words that may not be easily understood by non-native speakers. The translation provided is a direct translation of the text, but some adjustments may be needed to make it more understandable in standard Thai or English.","People who like to tease others are no-good. If you want to be a good person, don’t tease others. But Korn often gets teased, which makes him shout, ""What the heck is your problem?"""
"แปลข้อความต่อไปนี้จาก ภาษาเหนือ เป๋น ภาษาอังกฤษ หื้อตั๋วแปลโดยตรงโดยตี้บะต้องมีข้อมูลเพิ่มเติมใดๆ
ข้อความ: งัวของตั๋วอยู่บะดีขนาดคุ้ยดินบะหยุดเลย แสดงว่ามันไข้อยากขวิดกั๋นแล้ว
คำแปล:","Comment: The goat of the ticket is not doing well, digging the ground and not stopping. It shows that it is eager to eat the ticket.

Translation: The goat of the ticket is not doing well, digging the ground and not stopping. It shows that it is eager to eat the ticket.","Comment: The goat of the ticket is not doing well, digging the ground and not stopping. It shows that it is eager to eat the ticket.

Translation: The goat of the ticket is not doing well, digging the ground and not stopping. It shows that it is eager to eat the ticket.","Your cow is very spirited, kicking up the dirt non-stop. It shows it’s ready to fight."
"แปลข้อความต่อไปนี้จาก ภาษาเหนือ เป๋น ภาษาอังกฤษ หื้อตั๋วแปลโดยตรงโดยตี้บะต้องมีข้อมูลเพิ่มเติมใดๆ
ข้อความ: ตั๋วจะบะฮู้สึกฮู้ฮ้อนฮู้หนาวได้จะใด เพราะตั๋วยะผิดละเมียยับได้
คำแปล:","Comment: I'm sorry, but I am unable to translate the given text as it appears to be written in a dialect of Northern Thai language that I am not familiar with. Additionally, the text seems to be incomplete and lacks context. Could you please provide more information or clarify the meaning of the text so that I can assist you better?","Comment: I'm sorry, but I am unable to translate the given text as it appears to be written in a dialect of Northern Thai language that I am not familiar with. Additionally, the text seems to be incomplete and lacks context. Could you please provide more information or clarify the meaning of the text so that I can assist you better?","How could you not feel hot and cold flashes? You made a mistake, and your wife found out."
"แปลข้อความต่อไปนี้จาก ภาษาเหนือ เป๋น ภาษาอังกฤษ หื้อตั๋วแปลโดยตรงโดยตี้บะต้องมีข้อมูลเพิ่มเติมใดๆ
ข้อความ: หมาตัวนั้นเดินข้ามถนนพร้อมก๊าบหมูปิ้งในปาก มุ่งหน้าไปหาลูกๆ ของมัน ผ่อละน่าเอ็นดูขนาด
คำแปล:","Comment: The dog walked across the road with a grilled pork skewer in its mouth, heading towards its puppies. It's so adorable!

Translation: ""The dog walked across the road with a grilled pork skewer in its mouth, heading towards its puppies. It's so adorable!""","Comment: The dog walked across the road with a grilled pork skewer in its mouth, heading towards its puppies. It's so adorable!

Translation: ""The dog walked across the road with a grilled pork skewer in its mouth, heading towards its puppies. It's so adorable!""","That dog crossed the road with grilled pork in its mouth, heading to its puppies. The scene was heartwarming and touching."
"แปลข้อความต่อไปนี้จาก ภาษาเหนือ เป๋น ภาษาอังกฤษ หื้อตั๋วแปลโดยตรงโดยตี้บะต้องมีข้อมูลเพิ่มเติมใดๆ
ข้อความ: ปลาตัวใหญ่นี้ผมตกเบ็ดได้มาตะวาละปลาที่ติดเบ็ดลากนี้ส่วนใหญ่จะเป็นแม่ปล๋า
คำแปล:","Comment: This is a direct translation of the Thai language text into English without any additional information.

Original text: ""ปลาตัวใหญ่นี้ผมตกเบ็ดได้มาตะวาละปลาที่ติดเบ็ดลากนี้ส่วนใหญ่จะเป็นแม่ปล๋า""

Translation: ""This big fish I caught with my hook. Most of the fish hooked on this line are female fish.""","Comment: This is a direct translation of the Thai language text into English without any additional information.

Original text: ""platawaihyniphmtkebdaidmatawalaplathitidebdlakniswnaihychaepnaempla""

Translation: ""This big fish I caught with my hook. Most of the fish hooked on this line are female fish.""","I caught this big fish yesterday, and most of the fish I catch on the line tend to be female fish."
